tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
121-10253,TN-321,SOUTHBOUND,STANDIFER GAP RD,TN,HAMILTON,37363,35.04761,-85.07268,35.01423,-85.08983,2.533183,5.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-10254,TN-321,SOUTHBOUND,BILL REED RD,TN,HAMILTON,37363,35.05956,-85.06673,35.04761,-85.07268,0.896973,4.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11584,US-411,SOUTHBOUND,TN-448/NORTH PKWY,TN,SEVIER,37862,35.87071,-83.49734,35.86842,-83.56297,3.866694,7.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-10255,TN-321,SOUTHBOUND,APISON PIKE,TN,HAMILTON,37363,35.08267,-85.05858,35.05956,-85.06673,1.682116,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50100,NASHVILLE HWY,SOUTHBOUND,TN-287/W GREEN HILL RD/JACKSBORO RD,TN,WARREN,37110,35.7255,-85.92112,35.72502,-85.92037,0.053559,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50101,NASHVILLE HWY,SOUTHBOUND,MCMINNVILLE HWY,TN,WARREN,37190,35.75355,-85.97003,35.75293,-85.96892,0.075766,1.0,America/Chicago,P1.13,USA,2021-03-30 14:00:00-04:00,null
121N50103,MCMINNVILLE HWY,SOUTHBOUND,NASHVILLE HWY,TN,CANNON,37190,35.75407,-85.97063,35.75355,-85.97003,0.049313,1.0,America/Chicago,P1.13,USA,2021-03-30 14:00:00-04:00,null
121N50105,MCMINNVILLE HWY,SOUTHBOUND,US-70S,TN,CANNON,37190,35.79704,-85.99665,35.79678,-85.99735,0.043138,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50107,BELLS HWY,WESTBOUND,US-412,TN,MADISON,38305,35.67724,-88.96555,35.6766,-88.96654,0.071744,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09257,TN-254,WESTBOUND,TN-100,TN,DAVIDSON,37221,36.0473,-86.86272,36.06191,-86.90439,2.730643,13.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50108,BELLS HWY,WESTBOUND,OLD BELLS RD,TN,MADISON,38305,35.67034,-88.90368,35.67044,-88.90456,0.049866,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50109,BELLS HWY,WESTBOUND,US-412/COUNTRY CLUB LN,TN,MADISON,38305,35.66583,-88.88142,35.66499,-88.8822,0.072705,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09258,TN-254,WESTBOUND,US-431/TN-106/HILLSBORO PIKE,TN,DAVIDSON,37027,36.04026,-86.81635,36.0473,-86.86272,2.670782,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09255,TN-255,SOUTHBOUND,ELM HILL PIKE,TN,DAVIDSON,37214,36.16721,-86.66336,36.14878,-86.6663,1.29377,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09253,TN-255,SOUTHBOUND,US-41/TN-1/MURFREESBORO PIKE,TN,DAVIDSON,37214,36.13995,-86.66642,36.10687,-86.67269,2.426801,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09254,TN-255,SOUTHBOUND,I-40,TN,DAVIDSON,37214,36.14878,-86.6663,36.14214,-86.66661,0.460517,2.0,America/Chicago,P1.3,USA,2021-03-30 14:00:00-04:00,null
121-09251,TN-255,SOUTHBOUND,MCGAVOCK PIKE,TN,DAVIDSON,37217,36.09299,-86.67937,36.09177,-86.6853,0.359911,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09252,TN-255,SOUTHBOUND,HARDING PL,TN,DAVIDSON,37217,36.10569,-86.67338,36.09333,-86.67863,0.916955,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09250,TN-255,SOUTHBOUND,ANTIOCH PIKE,TN,DAVIDSON,37211,36.09177,-86.6853,36.08744,-86.69218,0.487811,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50111,CHURCH AVE,SOUTHBOUND,US-45 (SOUTH),TN,CHESTER,38340,35.42526,-88.63989,35.42498,-88.64023,0.027368,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50113,CHURCH AVE,SOUTHBOUND,US-45 (NORTH),TN,CHESTER,38340,35.4483,-88.65949,35.44827,-88.65853,0.054808,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50115,LAWRENCEBURG HWY,SOUTHBOUND,US-43 (SOUTH),TN,MAURY,38474,35.4518,-87.26594,35.45173,-87.26666,0.041101,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50116,LAWRENCEBURG HWY,SOUTHBOUND,US-43 (NORTH),TN,MAURY,38474,35.49134,-87.23622,35.49041,-87.23577,0.07065,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09259,TN-254,WESTBOUND,GRANNY WHITE PIKE,TN,DAVIDSON,37027,36.0375,-86.78654,36.04026,-86.81635,1.686316,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50118,TN-243,SOUTHBOUND,US-43 (SOUTH),TN,MAURY,38474,35.51188,-87.2228,35.51203,-87.22348,0.039616,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09202,TN-12,WESTBOUND,OLD HICKORY BLVD,TN,DAVIDSON,37218,36.21014,-86.87315,36.21151,-86.92033,2.665852,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11523,US-11,SOUTHBOUND,WASHINGTON ST,TN,HAMILTON,37408,35.02457,-85.29803,35.02999,-85.30475,0.625562,74.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09203,TN-12,WESTBOUND,TN-155/BRILEY PKWY,TN,DAVIDSON,37218,36.19763,-86.83794,36.20946,-86.86893,1.977689,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11522,US-11,SOUTHBOUND,S MARKET ST,TN,HAMILTON,37408,35.03009,-85.30486,35.03147,-85.30857,0.230553,76.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11525,US-11,SOUTHBOUND,S HOLTZCLAW AVE,TN,HAMILTON,37404,35.01796,-85.27971,35.02227,-85.29176,0.744065,72.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14889,POPLAR PIKE,EASTBOUND,KIRBY PKWY,TN,SHELBY,38119,35.09861,-89.8513,35.09588,-89.83991,0.672634,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09200,TN-12,WESTBOUND,FAIRGROUNDS RD,TN,CHEATHAM,37015,36.22412,-87.00622,36.25953,-87.04476,3.316017,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09201,TN-12,WESTBOUND,CALDWELL RD,TN,CHEATHAM,37015,36.21547,-86.98248,36.22412,-87.00622,1.502573,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11524,US-11,SOUTHBOUND,ROSSVILLE BLVD,TN,HAMILTON,37408,35.02227,-85.29176,35.02457,-85.29803,0.388855,73.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14883,KIRBY PKWY,NORTHBOUND,STOUT RD,TN,SHELBY,38119,35.06922,-89.84293,35.07688,-89.8423,0.531527,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11527,US-11,SOUTHBOUND,DODDS AVE,TN,HAMILTON,37404,35.02221,-85.26947,35.01567,-85.27357,0.508231,70.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14884,KIRBY PKWY,NORTHBOUND,US-72/POPLAR AVE,TN,SHELBY,38119,35.07688,-89.8423,35.09826,-89.83939,1.503391,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11526,US-11,SOUTHBOUND,S KELLEY ST,TN,HAMILTON,37407,35.01567,-85.27357,35.01796,-85.27971,0.381911,71.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11529,US-11,SOUTHBOUND,BAILEY AVE,TN,HAMILTON,37404,35.03105,-85.26428,35.02944,-85.26521,0.123038,68.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14885,KIRBY PKWY,NORTHBOUND,HUMPHREYS BLVD/WOLF RIVER PKWY,TN,SHELBY,38120,35.09826,-89.83939,35.11876,-89.8394,1.509865,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14886,PARK AVE,EASTBOUND,MASSEY RD,TN,SHELBY,38119,35.09994,-89.85901,35.09904,-89.85269,0.364326,10.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11528,US-11,SOUTHBOUND,E MAIN ST,TN,HAMILTON,37404,35.02944,-85.26521,35.02221,-85.26947,0.554585,69.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14880,KIRBY PKWY,NORTHBOUND,MT MORIAH ROAD EXT,TN,SHELBY,38115,35.04951,-89.84381,35.06427,-89.84375,1.023014,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14881,KIRBY PKWY,NORTHBOUND,TN-385/BILL MORRIS PKWY,TN,SHELBY,38115,35.06427,-89.84375,35.06578,-89.84371,0.104346,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14882,KIRBY PKWY,NORTHBOUND,QUINCE RD,TN,SHELBY,38119,35.06796,-89.84329,35.06819,-89.84322,0.016382,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11520,US-70,WESTBOUND,N HALL OF FAME DR/E 5TH AVE,TN,KNOX,37917,35.98171,-83.90034,35.97564,-83.91591,0.969685,35.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09208,US-41A,WESTBOUND,US-79/TN-76/DOVER RD,TN,MONTGOMERY,37042,36.5405,-87.36545,36.55188,-87.39396,1.8221,28.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09209,US-41A,WESTBOUND,US-79/TN-13/N RIVERSIDE DR/KRAFT ST,TN,MONTGOMERY,37040,36.53015,-87.35957,36.5405,-87.36545,0.804851,27.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09206,US-41A,WESTBOUND,TN-236/TINY TOWN RD,TN,MONTGOMERY,37042,36.58525,-87.41212,36.62956,-87.43395,3.336088,32.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09207,US-41A,WESTBOUND,TN-374/101ST AIRBORNE DIVISION PKWY,TN,MONTGOMERY,37042,36.55401,-87.3955,36.5832,-87.4112,2.205538,30.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09205,US-41A,WESTBOUND,KY--TN STATE BORDER,TN,MONTGOMERY,37042,36.62956,-87.43395,36.64046,-87.43623,0.770055,33.0,America/Chicago,P3.14,USA,2021-03-30 14:00:00-04:00,null
113+14878,KIRBY PKWY,NORTHBOUND,E RAINES RD,TN,SHELBY,38141,35.02129,-89.84868,35.03498,-89.84767,0.950346,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14879,KIRBY PKWY,NORTHBOUND,WINCHESTER RD,TN,SHELBY,38115,35.03498,-89.84767,35.04951,-89.84381,1.070953,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-11516,TN-58,EASTBOUND,US-24/US-27,TN,HAMILTON,37408,35.03611,-85.30732,35.02968,-85.30949,0.466895,251.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14872,HICKORY HILL RD,NORTHBOUND,E RAINES RD,TN,SHELBY,38141,35.02035,-89.86625,35.03488,-89.86644,1.003824,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14875,CRUMPLER RD,NORTHBOUND,TN-175/E SHELBY DR,TN,SHELBY,38141,35.00623,-89.84863,35.02007,-89.84868,0.956173,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14871,HICKORY HILL RD,NORTHBOUND,TN-175/E SHELBY DR,TN,SHELBY,38141,35.00644,-89.86439,35.02035,-89.86625,0.976548,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113+14869,CRESTRIDGE RD,EASTBOUND,TN-177/S GERMANTOWN RD,TN,SHELBY,38119,35.06579,-89.82489,35.06812,-89.81335,0.686623,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09224,TN-45,WESTBOUND,BRICK CHURCH PIKE,TN,DAVIDSON,37207,36.26923,-86.75572,36.27961,-86.78357,1.786811,17.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09225,TN-45,WESTBOUND,US-41/US-31W/TN-11/DICKERSON PIKE,TN,DAVIDSON,37115,36.2655,-86.73986,36.26923,-86.75572,0.921955,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09222,TN-45,WESTBOUND,US-431/TN-65/WHITES CREEK PIKE,TN,DAVIDSON,37189,36.27675,-86.80199,36.26571,-86.8304,1.834654,20.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09223,TN-45,WESTBOUND,I-24,TN,DAVIDSON,37189,36.27961,-86.78357,36.27689,-86.7972,0.783518,18.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09220,US-41A,WESTBOUND,JEFFERSON ST,TN,DAVIDSON,37208,36.16741,-86.78753,36.17326,-86.79138,0.457968,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P05221,US-31,NORTHBOUND,TN-6/ELLINGTON PKWY,TN,DAVIDSON,37206,36.17201,-86.76732,36.17265,-86.76582,0.094825,220.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50141,WAYNESBORO HWY,WESTBOUND,US-64/GIBBS RD,TN,LAWRENCE,38464,35.27512,-87.39303,35.27542,-87.39279,0.024837,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50143,SCENIC RD,WESTBOUND,US-64/WAYNESBORO HWY (WEST),TN,LAWRENCE,38464,35.31645,-87.57217,35.31594,-87.57283,0.051364,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50144,SCENIC RD,WESTBOUND,US-64/WAYNESBORO HWY (EAST),TN,LAWRENCE,38464,35.31171,-87.52141,35.31235,-87.5215,0.045276,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50146,OLD US-45,SOUTHBOUND,US-64 BUS/W CHERRY AVE/W COURT AVE,TN,MCNAIRY,38375,35.17561,-88.59902,35.17469,-88.5984,0.073457,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09228,TN-45,WESTBOUND,BRIDGEWAY AVE,TN,DAVIDSON,37138,36.26385,-86.66249,36.26749,-86.6685,0.445867,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N50149,OLD US-45,SOUTHBOUND,US-45,TN,MCNAIRY,38315,35.24427,-88.61822,35.24434,-88.61717,0.059435,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09229,TN-45,WESTBOUND,INDUSTRIAL RD/CLAUDIA DR,TN,DAVIDSON,37138,36.24485,-86.63786,36.2627,-86.66167,1.832053,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09226,TN-45,WESTBOUND,I-65,TN,DAVIDSON,37115,36.26306,-86.71191,36.26424,-86.73556,1.325284,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09227,TN-45,WESTBOUND,US-31E/TN-6/GALLATIN PIKE,TN,DAVIDSON,37115,36.26407,-86.69029,36.26302,-86.71152,1.207958,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09213,US-41A,WESTBOUND,TN-49,TN,CHEATHAM,37146,36.3469,-86.93373,36.3985,-87.02889,6.588253,20.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
