"Rank","Head Location","Starting TMC Code","Latitude","Longitude","Average max length","Average daily duration","Total duration","All events/incidents","Volume Estimate","Base Impact","Speed differential","Congestion","TOTAL DELAY","Segment IDs"
875,"GOODLETT ST S @ PARK AVE","113N14921","35.10741","-89.92624","0.06"," 5 h 3 m","6 d 7 h 55 m","0","8,743","486","7,936","642","161,029","113N14921, 113-14921, 113N14922"
876,"4TH AVE N @ US-70/BROADWAY","121+12441","36.16101","-86.77719","0.18"," 2 h 4 m","2 d 14 h 17 m","0","3,945","617","4,121","715","160,979","121+12441, 121+12440, 121P12439"
877,"TN-62 W @ LAFAYETTE DR/SCARBORO RD","121P08227","36.00219","-84.245","0.19"," 1 h 20 m","1 d 16 h 18 m","0","16,713","459","8,406","511","160,909","121P08227, 121+08227"
878,"TN-153 N @ GRUBB RD","121+09407","35.15814","-85.2485","1.9"," 7 m"," 3 h 36 m","0","19,818","379","6,859","425","160,605","121+09407, 121+09406, 121P09405, 121+09405, 121P04365, 121+04365, 121P04364, 121+04364, 121P11603, 121+11603, 121P11602, 121+11602, 121P04363"
879,"TN-23 W @ TILLMAN ST","113-10836","35.13567","-89.96235","1.27"," 12 m"," 6 h 20 m","0","10,804","409","7,336","547","159,632","113-10836, 113-10837, 113-10838"
880,"CHURCH ST E @ US-31/US-41/US-431/JAMES ROBERTSON PKWY/YMCA WAY","121P13546","36.16158","-86.78387","0.21"," 48 m","1 d 25 m","0","9,591","238","1,659","286","159,562","121P13546, 121+13546, 121P13545, 121+13545"
881,"TN-253 W @ US-31/FRANKLIN RD","121N50678","35.9992","-86.80923","0.04"," 4 h 53 m","6 d 2 h 33 m","0","16,996","298","5,137","373","159,407","121N50678, 121-50678, 121N50679, 121-50679"
882,"US-70 E @ TN-265/CENTRAL PIKE","121P04443","36.18698","-86.63125","0.1"," 1 h 53 m","2 d 8 h 58 m","0","18,363","308","6,843","413","159,302","121P04443, 121+04443, 121+04442"
883,"ELLISTON PL E @ US-70S/WEST END AVE","121P13734","36.14746","-86.80849","0.06"," 2 h 54 m","3 d 15 h 2 m","0","12,051","295","2,550","332","159,288","121P13734"
884,"UNION ST E @ 3RD AVE N","121P13506","36.1658","-86.77809","0.03"," 7 h 40 m","9 d 14 h 16 m","0","5,937","428","3,672","535","159,212","121P13506"
885,"TN-155 W @ I-40","121N07768","36.14178","-86.69974","1.76"," 3 m"," 1 h 50 m","0","19,241","199","5,046","330","158,681","121N07768, 121-08692"
886,"US-11 N @ MOORE RD/CLUB DR","121+08459","35.01296","-85.22828","0.24"," 43 m"," 21 h 50 m","0","13,656","311","5,009","407","158,561","121+08459, 121P08458"
887,"US-45/TN-5 N @ TN-57","121P05801","35.07882","-88.54661","0.22"," 3 h 22 m","4 d 5 h 3 m","0","6,017","1,303","26,742","1,489","158,336","121P05801, 121+05801"
888,"HIXSON PIKE S @ ACCESS RD","121N09862","35.11425","-85.25819","0.23"," 59 m","1 d 5 h 31 m","0","16,437","383","5,964","431","158,029","121N09862, 121-09862"
889,"W MAIN ST E @ US-11/US-41/US-72/TN-2/BROAD ST","121N09567","35.03761","-85.31126","0.11"," 2 h 1 m","2 d 12 h 41 m","0","5,565","474","4,640","616","158,007","121N09567, 121-09567, 121N09568"
890,"US-11E N @ CARROLL CREEK RD","121+08532","36.39105","-82.35839","2.18"," 6 m"," 3 h","0","11,384","358","10,474","617","157,997","121+08532, 121P05626, 121+05626"
891,"PAUL HUFF PKWY E @ I-75","121P12554","35.21211","-84.8656","0.15"," 1 h 9 m","1 d 10 h 32 m","0","16,168","321","4,468","370","157,476","121P12554, 121+12554"
892,"HUDSON RD E @ PINEVILLE RD","121P50355","35.07277","-85.32932","0.21"," 1 h 44 m","2 d 4 h 27 m","0","2,140","778","4,798","1,003","157,202","121P50355, 121+50355, 121P50354"
893,"US-45/TN-5 N @ US-412-BR/TN-20/NORTH PKY","121P05813","35.65129","-88.82914","0.06"," 4 h 40 m","5 d 20 h 10 m","0","12,388","458","7,462","537","156,253","121P05813, 121+05813"
894,"E TRINITY LN W @ US-31E/TN-6/ELLINGTON PKY","121N09335","36.20478","-86.7509","0.11"," 3 h 24 m","4 d 6 h 18 m","0","6,798","682","9,998","827","155,401","121N09335, 121-09335, 121N09336"
895,"US-70 W @ OAK RD","113-10944","35.21376","-89.82602","1.55"," 16 m"," 8 h 6 m","0","7,121","691","13,234","910","155,054","113-10944, 113-10945"
896,"US-70 W @ 2ND AVE","121-04432","36.1619","-86.77516","0.07"," 2 h 56 m","3 d 16 h 1 m","0","7,389","321","1,476","329","154,935","121-04432, 121-04433, 121-04434"
897,"US-431 N @ 3RD AVE N","121+07444","36.1671","-86.77954","0.51"," 30 m"," 15 h 22 m","0","7,862","474","5,535","572","154,851","121+07444, 121+07443"
898,"SAUNDERSVILLE RD S @ TN-386/VIETNAM VETERANS BLVD","121N50848","36.3287","-86.56295","0.14"," 2 h 41 m","3 d 8 h 43 m","0","9,738","669","10,502","738","154,737","121N50848"
899,"TN-266 N @ US-231/TN-10/LEBANON RD","121P09279","35.94965","-86.37746","0.09"," 8 h 10 m","10 d 5 h 3 m","0","4,608","1,348","23,787","1,577","154,440","121P09279, 121+09279, 121P09278"
900,"HACKS CROSS RD S @ POPLAR PIKE","113N15527","35.07419","-89.7944","0.02"," 8 h 37 m","10 d 18 h 57 m","0","7,751","354","5,587","542","154,359","113N15527"
901,"TN-58 N @ TN-153/BONNY OAKS DR","121+09368","35.08375","-85.20812","1.91"," 2 m"," 1 h","0","20,364","123","4,075","303","154,319","121+09368, 121P09367, 121+09367, 121P09366"
902,"VA-1 W @ US-11W/US-421/EUCLID AVE","110N19630","36.59575","-82.21051","0.06"," 1 h 38 m","2 d 1 h 19 m","0","15,977","183","1,335","204","154,248","110N19630"
903,"CONFERENCE DR N @ TN-386/VIETNAM VETERANS BLVD","121+13674","36.30656","-86.69417","0.29"," 47 m"," 23 h 40 m","0","10,430","406","5,065","479","154,036","121+13674, 121P13673"
904,"2ND AVE N @ UNION ST","121+13500","36.16574","-86.77763","0.33"," 40 m"," 20 h 11 m","0","8,174","277","1,199","284","153,843","121+13500, 121+13499, 121+12436, 121+12435"
905,"US-441 S @ US-411/BOYDS CRK HWY/MARYVILLE HWY","121N10406","35.87073","-83.75707","0.04"," 8 h 45 m","10 d 22 h 36 m","0","13,857","507","9,722","582","153,613","121N10406, 121-10406, 121N10407"
906,"TN-175 N @ TN-385/BILL MORRIS PKWY","113P50870","35.03414","-89.68904","0.13"," 1 h 54 m","2 d 9 h 8 m","0","15,402","426","6,692","468","153,540","113P50870, 113+50870, 113P50877"
907,"US-441 S @ CEDAR LN","121-10421","36.03495","-83.9322","2.03"," 6 m"," 3 h 4 m","0","17,261","339","6,476","414","153,415","121-10421, 121-10422"
908,"AUSTIN PEAY HWY N @ TN-14/JACKSON AVE","113P14967","35.19972","-89.92364","0.19"," 58 m","1 d 5 h 17 m","0","17,973","338","6,227","400","153,372","113P14967"
909,"MADISON AVE E @ PAULINE ST","113+10776","35.14006","-90.02819","0.35"," 1 h 47 m","2 d 5 h 48 m","0","4,523","1,054","10,273","1,113","153,252","113+10776, 113+10775, 113+10774"
910,"TN-268 W @ US-231/MEMORIAL BLVD","121N50922","35.91055","-86.38379","0.03"," 11 h 16 m","14 d 2 h 5 m","0","10,186","537","9,506","653","152,922","121N50922"
911,"TN-441 E @ CAROTHERS PKWY","121+50741","35.96517","-86.80026","0.32"," 28 m"," 14 h 10 m","0","12,454","283","3,482","354","152,734","121+50741, 121P12364"
912,"TN-174 E @ CONFERENCE DR","121P13676","36.32512","-86.70179","0.18"," 1 h 22 m","1 d 17 h 27 m","0","12,824","277","2,749","319","152,612","121P13676, 121+13676, 121P09323, 121+09323, 121P09322"
913,"US-31-TRUCK S @ US-31/COLUMBIA AVE","121N12417","35.90772","-86.87485","0.07"," 5 h 24 m","6 d 18 h 25 m","0","6,981","574","9,505","769","152,536","121N12417, 121-12417, 121-12418, 121N12419"
914,"WINCHESTER RD W @ TN-177/S GERMANTOWN RD","113-11021","35.05043","-89.81299","0.28"," 50 m","1 d 1 h 26 m","0","16,983","313","4,556","358","152,467","113-11021, 113N10823, 113-10823"
915,"WEDGEWOOD AVE W @ US-431/21ST AVE S","121N13611","36.13761","-86.80076","0.05"," 3 h 56 m","4 d 22 h 17 m","0","13,838","308","2,949","329","151,903","121N13611, 121-13611, 121N09324"
916,"CLOVERLAND DR E @ EDMONDSON PIKE","121P50731","36.03052","-86.744","0.05"," 9 h 7 m","11 d 9 h 56 m","0","6,974","707","13,045","901","151,307","121P50731, 121+50731, 121P50730"
917,"AIRWAYS BLVD N @ I-240","113P10993","35.07931","-89.98491","0.49"," 6 m"," 3 h 4 m","0","27,907","89","1,765","160","151,281","113P10993"
918,"US-51 S @ US-78/TN-4/LAMAR AVE","113-10794","35.12867","-90.02107","0.45"," 41 m"," 20 h 46 m","0","6,251","510","4,819","596","151,175","113-10794, 113-10795, 113N10796"
919,"TN-153 S @ SHALLOWFORD RD","121N04359","35.05184","-85.19002","1.22"," 3 m"," 1 h 57 m","0","34,586","106","4,209","233","151,018","121N04359, 121-04359, 121N04360, 121-04360, 121N04361"
920,"TN-258 S @ TN-386/VIETNAM VETERANS BLVD","121N50841","36.32858","-86.61912","0.25"," 50 m","1 d 1 h 10 m","0","11,864","374","4,723","434","150,577","121N50841"
921,"PAPERMILL RD W @ US-11/US-70/KINGSTON PIKE","121N10647","35.9325","-84.01756","0.01"," 11 h 21 m","14 d 4 h 59 m","0","18,861","206","2,465","243","150,540","121N10647, 121-10647"
922,"US-31A N @ ROCKY FORK RD/CLOVERCROFT RD","121+09060","35.95221","-86.66934","7.25"," 8 m"," 4 h 1 m","0","4,645","1,727","39,695","1,996","150,398","121+09060, 121+09059, 121P09058"
923,"TN-162 N @ DUTCHTOWN RD","121P10610","35.928609992496","-84.137309991208","0.81"," 8 m"," 4 h 18 m","0","33,500","162","5,478","257","150,256","121P10610, 121+10610, 121P10609"
924,"TN-177 S @ FISCHER STEEL RD/WALNUT RUN RD","113-05464","35.147","-89.79551","0.75"," 5 m"," 2 h 33 m","0","30,279","80","1,923","161","149,704","113-05464, 113-05465"
925,"TN-25 W @ US-31E/TN-174/TN-6/W BROADWAY","121N09296","36.38719","-86.45226","0.07"," 4 h 35 m","5 d 17 h 48 m","0","6,586","454","3,705","516","149,369","121N09296, 121-09296, 121-09297"
926,"US-45/TN-5 N @ MAIN ST","121+07162","35.61432","-88.81939","0.17"," 1 h 43 m","2 d 3 h 36 m","0","10,523","440","5,033","486","149,306","121+07162, 121P05811, 121+05811, 121P05810"
927,"TN-158 E @ US-129/ALCOA HWY","121P10713","35.9473","-83.94387","0.28"," 1 h 41 m","2 d 2 h 57 m","0","7,039","738","13,198","908","149,054","121P10713, 121+10713, 121P10712"
928,"46TH AVE N S @ US-70/CHARLOTTE AVE","121-50638","36.1522","-86.84222","0.12"," 3 h 29 m","4 d 8 h 49 m","0","4,429","690","6,690","817","148,940","121-50638, 121N50639"
929,"TN-23 W @ HIGHLAND ST","113-10838","35.13195","-89.94508","1.22"," 15 m"," 7 h 55 m","0","11,985","537","9,801","619","148,889","113-10838, 113-10839, 113N10840, 113-10840"
930,"US-70 E @ APPLING RD","113+10945","35.22907","-89.81039","1.54"," 16 m"," 8 h 14 m","0","7,030","725","13,888","924","148,632","113+10945, 113+10944, 113P10943"
931,"TN-62 W @ TN-61/TN-330/TRI-VALLEY RD","121P05534","36.0474","-84.34697","0.04"," 3 h 56 m","4 d 22 h 15 m","0","10,213","254","6,344","538","148,434","121P05534, 121+05534"
932,"SHALLOWFORD RD E @ TN-153","121P10298","35.05408","-85.18994","0.13"," 2 h 39 m","3 d 7 h 51 m","0","9,508","543","8,717","645","148,415","121P10298, 121+10298, 121P10297, 121+10297"
933,"TN-155 W @ THOMPSON LN/SOUTHLAKE DR","121-08688","36.10941","-86.72736","0.27"," 49 m","1 d 51 m","0","15,828","275","4,710","356","148,263","121-08688, 121N08688, 121-08687"
934,"TN-14 S @ YALE RD","113N05381","35.22127","-89.90907","0.25"," 21 m"," 10 h 59 m","0","14,418","209","5,235","390","148,061","113N05381, 113-05381, 113N05383, 113-05383"
935,"TN-50 S @ TN-243/TROTWOOD AVE","121N09108","35.60448","-87.06677","0.08"," 6 h 15 m","7 d 19 h 59 m","0","8,328","764","11,869","836","147,972","121N09108, 121-09108, 121-09109, 121N09110"
936,"US-431 S @ I-440","121N07408","36.12132","-86.80752","0.65"," 14 m"," 7 h 22 m","0","16,926","237","3,485","299","147,654","121N07408, 121-07408, 121N07416, 121-07416, 121-07409"
937,"TN-58 S @ I-40","121-09383","35.8815","-84.50873","3.82"," 2 m"," 1 h 9 m","0","22,628","270","10,508","422","147,585","121-09383, 121N09384"
938,"TN-171 S @ DIVISION ST","121-09272","36.19962","-86.51896","2.19"," 4 m"," 2 h 18 m","0","16,219","302","6,241","401","147,543","121-09272, 121N09273"
939,"US-11 S @ TN-153","121N08465","35.03169","-85.18336","0.12"," 2 h 21 m","2 d 22 h 57 m","0","12,048","512","8,067","567","147,470","121N08465, 121-08465"
940,"US-41 N @ JOE B JACKSON PKY","121+09505","35.77993","-86.3494","4.15"," 26 m"," 13 h 13 m","0","2,620","3,287","79,410","3,767","147,329","121+09505"
941,"BRANSFORD AVE N @ WEDGEWOOD AVE","121P13693","36.13328","-86.76882","0.05"," 9 h 58 m","12 d 11 h 18 m","0","5,390","634","7,097","766","147,284","121P13693, 121+13693, 121P13692"
942,"US-64 E @ ROCKCREEK PKY","113+05341","35.20447","-89.7642","0.63"," 9 m"," 4 h 41 m","0","21,944","161","3,390","246","147,261","113+05341, 113P05340, 113+05340, 113P05339"
943,"US-70 E @ US-70-BR/TN-24/W MAIN ST/WINWOOD DR","121P06046","36.21819","-86.33486","0.17"," 2 h 18 m","2 d 21 h 19 m","0","9,406","461","8,432","614","147,037","121P06046, 121+06046"
944,"INDIAN LAKE RD S @ TN-386/VIETNAM VETERANS BLVD","121N50845","36.33142","-86.59357","0.18"," 1 h 1 m","1 d 6 h 51 m","0","12,462","337","4,255","397","146,869","121N50845"
945,"MADISON AVE E @ CLEVELAND ST","113+10778","35.13892","-90.01637","0.34"," 1 h 7 m","1 d 9 h 56 m","0","6,963","649","6,794","696","146,865","113+10778, 113P10777, 113+10777, 113+10776, 113+10775"
946,"TN-136 N @ FISK RD","121+12626","36.17626","-85.48046","0.91"," 22 m"," 11 h 15 m","0","7,524","608","9,394","740","146,778","121+12626, 121P12625"
947,"US-45/TN-5 S @ TN-57","121N05801","35.07589","-88.54542","0.21"," 3 h 39 m","4 d 13 h 48 m","0","5,991","1,405","30,315","1,558","146,703","121N05801"
948,"HIGHLAND ST N @ US-72/POPLAR AVE","113+14935","35.12781","-89.94524","0.33"," 31 m"," 15 h 38 m","0","11,333","298","3,331","361","146,542","113+14935, 113+14934, 113P14933"
949,"HIGGINS CREEK RD E @ I-26","121P12251","36.009510012167","-82.545180011863","0.39"," 2 h 30 m","3 d 3 h 2 m","0","3,230","1,749","36,142","2,182","146,218","121P12251"
950,"US-70 E @ 12TH AVE","121+04428","36.15659","-86.78747","0.44"," 8 m"," 4 h 9 m","0","31,933","77","908","104","146,200","121+04428, 121P04427, 121+04427, 121P04426, 121+04426, 121P04425, 121+04425, 121+04424"
951,"NEELYS BEND RD W @ US-31E/GALLATIN PIKE S","121N50831","36.25617","-86.71439","0.08"," 7 h 1 m","8 d 18 h 50 m","0","7,184","630","9,913","776","146,151","121N50831, 121-50831, 121N50832"
952,"US-41A E @ US-41A-BYP/TN-76","121P09211","36.5084","-87.27214","0.15"," 1 h 53 m","2 d 8 h 53 m","0","9,490","486","5,990","546","146,120","121P09211, 121+09211"
953,"PLEASANT VIEW RD W @ TN-204/COVINGTON PIKE","113N15413","35.17575","-89.89697","0.03"," 12 h 41 m","15 d 20 h 30 m","0","5,334","684","12,458","962","146,053","113N15413"
954,"GRANNY WHITE PIKE N @ TN-155/WOODMONT BLVD","121+13695","36.11165","-86.79259","1.8"," 18 m"," 9 h 18 m","0","7,600","740","9,779","796","145,788","121+13695, 121+50757, 121+50756, 121+50755"
955,"TN-168 N @ STRAWBERRY PLAINS PIKE SE","121P10436","35.98045","-83.8252","0.15"," 3 h 48 m","4 d 18 h 10 m","0","7,774","788","15,657","941","145,586","121P10436, 121+10436, 121P10435"
956,"US-72 E @ TN-385/NONCONNAH PKY","113P05332","35.02186","-89.6581","0.16"," 4 h 57 m","6 d 4 h 53 m","0","4,158","1,413","23,774","1,617","145,532","113P05332, 113+05332"
957,"TN-6 S @ MYATT DR/RIVERGATE PKY","121N09172","36.2961","-86.6999","0.14"," 1 h 8 m","1 d 10 h 1 m","0","17,024","257","2,908","283","145,513","121N09172, 121-09172"
958,"DEXTER RD E @ TN-177/N GERMANTOWN PKWY","113P15510","35.17332","-89.7931","0.02"," 12 h 4 m","15 d 2 h 1 m","0","9,727","531","7,943","610","145,408","113P15510, 113+15510"
959,"S PERKINS RD N @ AMERICAN WAY","113+10972","35.07396","-89.90588","0.78"," 8 m"," 4 h 6 m","0","21,231","190","2,483","227","145,377","113+10972, 113P10971"
960,"TN-126 E @ US-11W/TN-1/W STATE ST","121P12281","36.59235","-82.22131","0.08"," 7 h 56 m","9 d 22 h 9 m","0","5,023","956","18,120","1,227","145,235","121P12281, 121+12281, 121+12280, 121+12279"
961,"TN-30 E @ US-27/TN-29/RHEA COUNTY HWY","121N06201","35.49293","-85.0082","0.14"," 10 h 21 m","12 d 22 h 51 m","0","2,234","1,827","22,152","2,118","145,126","121N06201, 121-06201"
962,"AMERICAN WAY E @ MT MORIAH RD","113P10867","35.08057","-89.88848","0.06"," 7 h 43 m","9 d 15 h 56 m","0","5,474","739","10,452","913","145,099","113P10867, 113+10867"
963,"CHURCH ST W @ US-70/TN-24/14TH AVE N/GEORGE L DAVIS BLVD","121N13545","36.15794","-86.79159","0.09"," 1 h 24 m","1 d 18 h 5 m","0","13,138","202","1,858","247","144,879","121N13545, 121-13545, 121N13546, 121-13546, 121-13547, 121-13548, 121N13549"
964,"TN-23 E @ N HOLMES ST","113+10837","35.13351","-89.95289","0.78"," 19 m"," 9 h 31 m","0","9,795","435","7,902","575","144,834","113+10837, 113+10836, 113P10835"
965,"TN-168 S @ US-441/CHAPMAN HWY","121N10434","35.90644","-83.84199","0.3"," 1 h 39 m","2 d 1 h 48 m","0","8,150","908","17,058","999","144,763","121N10434"
966,"S HOLTZCLAW AVE N @ US-64/US-11/E 23RD ST","121P50389","35.02227","-85.29176","0.07"," 9 h 3 m","11 d 7 h 32 m","0","3,408","1,095","14,717","1,357","144,528","121P50389, 121+50389, 121P50388"
967,"WILCOX BLVD N @ TN-58/RIVERSIDE DR","121P10276","35.05855","-85.27571","0.03"," 8 h 12 m","10 d 6 h 10 m","0","8,926","408","5,529","512","144,358","121P10276, 121+10276, 121+10275"
968,"TN-15 E @ TN-14","113P07496","35.20519","-89.92283","0.09"," 8 h 58 m","11 d 5 h 17 m","0","4,232","1,460","27,649","1,699","144,204","113P07496"
969,"POPLAR PIKE E @ HACKS CROSS RD","113P15530","35.07431","-89.79379","0.16"," 2 h 6 m","2 d 15 h 5 m","0","10,162","500","7,809","587","144,196","113P15530, 113+15530, 113P15529"
970,"LONG ST N @ W 25TH ST","121+13153","35.02738","-85.31325","0.27"," 40 m"," 20 h 13 m","0","6,130","324","3,569","463","143,905","121+13153"
971,"TN-10 S @ TN-82/N MAIN ST","121-06910","35.48757","-86.45927","0.14"," 2 h 28 m","3 d 2 h 12 m","0","7,363","586","6,599","645","143,875","121-06910, 121-06013, 121N06911"
972,"US-127 S @ TN-68","121N05340","35.90398","-84.98566","0.2"," 1 h 30 m","1 d 21 h 12 m","0","4,438","909","24,713","1,488","143,850","121N05340, 121-05340"
973,"US-51 S @ TN-300","113N10910","35.19716","-90.03478","0.34"," 42 m"," 21 h 12 m","0","14,568","365","6,735","443","143,771","113N10910, 113-10910, 113-10911, 113-10912"
974,"FOOTHILLS MALL DR N @ US-129/US-411/BROADWAY AVE","121P10669","35.73754","-83.99257","0.07"," 5 h 16 m","6 d 14 h 19 m","0","5,661","694","6,706","753","143,649","121P10669"
975,"US-45/TN-5 N @ TN-18/BOLIVAR HWY/OVERTON DR","121P05809","35.55656","-88.81154","0.14"," 2 h 49 m","3 d 12 h 33 m","0","8,403","728","12,368","825","143,571","121P05809"
976,"US-31 N @ TN-6/ELLINGTON PKY","121P05221","36.17265","-86.76582","0.27"," 52 m","1 d 2 h 25 m","0","8,245","424","5,872","546","143,511","121P05221, 121+05221, 121P06087, 121+06087, 121+05220, 121P05219, 121+05219"
977,"TN-385 E @ KIRBY PKY","113N04235","35.06452","-89.84013","1.25"," 3 m"," 1 h 30 m","0","60,091","93","3,294","146","143,509","113N04235, 113-04235, 113N04236, 113-04236, 113N04237"
978,"US-321 E @ HOLLY LN","121+08287","36.35152","-82.23129","1.34"," 9 m"," 4 h 56 m","0","13,037","396","6,442","467","143,378","121+08287"
979,"VETERANS PKWY N @ US-231/S CHURCH ST","121P50887","35.7861","-86.40177","0.06"," 5 h 37 m","7 d 53 m","0","9,258","612","12,731","765","143,376","121P50887"
980,"SAM COOPER BLVD W @ TILLMAN ST","113-10379","35.14654","-89.96131","1.19"," 3 m"," 1 h 31 m","0","24,894","83","2,860","219","143,212","113-10379, 113N04224"
981,"TN-23 E @ HIGHLAND ST","113+10838","35.13195","-89.94508","0.64"," 28 m"," 14 h 8 m","0","10,257","490","8,116","585","143,135","113+10838, 113+10837, 113+10836, 113P10835"
982,"FOREST HILL IRENE RD S @ TN-385/BILL MORRIS PKWY","113N14863","35.02658","-89.75958","0.12"," 2 h 34 m","3 d 5 h 4 m","0","13,081","569","10,098","616","142,944","113N14863"
983,"US-70S E @ FRANKLIN LIMESTONE RD","121-08632","36.09442","-86.65334","0.31"," 8 m"," 4 h 15 m","0","18,520","143","3,263","258","142,807","121-08632, 121N08657, 121-08657, 121N08631"
984,"BELVOIR AVE N @ US-11/BRAINERD RD","121P09844","35.0187","-85.23969","0.05"," 11 h 18 m","14 d 3 h 10 m","0","4,279","866","12,051","1,090","142,531","121P09844, 121+09844, 121P09843"
985,"JOE B JACKSON PKWY E @ US-41/MANCHESTER PIKE","121P50894","35.77993","-86.3494","0.16"," 4 h 9 m","5 d 4 h 34 m","0","5,467","936","17,000","1,149","142,132","121P50894, 121+50894, 121P50893"
986,"TN-13 S @ I-40","121N05935","35.87877","-87.80226","0.16"," 6 h 55 m","8 d 15 h 30 m","0","3,695","2,017","42,793","2,288","141,942","121N05935, 121-05935"
987,"TN-36 S @ ROCK SPRINGS RD","121-12521","36.49771","-82.51275","1.48"," 5 m"," 2 h 38 m","0","13,560","231","5,666","391","141,442","121-12521, 121N12522"
988,"SMITH SPRINGS RD E @ BELL RD","121P50591","36.09034","-86.62652","0.12"," 3 h 25 m","4 d 6 h 45 m","0","5,568","828","13,630","1,009","141,233","121P50591, 121+50591, 121P50590"
989,"TN-176 N @ E RAINES RD","113P10870","35.03677","-89.93655","0.08"," 3 h 26 m","4 d 7 h 11 m","0","12,777","333","6,137","435","141,212","113P10870, 113+10870, 113P10869, 113+10869, 113+10868, 113P11064"
990,"US-72 E @ S HIGHLAND ST","113+05304","35.12781","-89.94524","0.47"," 29 m"," 14 h 56 m","0","13,270","415","6,494","471","141,065","113+05304, 113+05303"
